# Time	(exposition).Flux	(recovery).Flux	(infection).Flux	
0	0.537313	0.149254	0	
1	0.519534	0.144315	0.204021	
2	0.585592	0.162665	0.340197	
3	0.70503	0.195842	0.460677	
4	0.869677	0.241577	0.590431	
5	1.08182	0.300506	0.743848	
6	1.34954	0.374874	0.931876	
7	1.68513	0.468093	1.16526	
8	2.10485	0.58468	1.45617	
9	2.62938	0.730383	1.81935	
10	3.28474	0.912429	2.27293	
11	4.1035	1.13986	2.83954	
12	5.12636	1.42399	3.54736	
13	6.4042	1.77895	4.43161	
14	8.00056	2.22239	5.53628	
15	9.99485	2.77636	6.9163	
16	12.4862	3.46842	8.6403	
17	15.5986	4.33298	10.794	
18	19.4868	5.41306	13.4846	
19	24.3442	6.76235	16.8459	
20	30.4123	8.44798	21.045	
21	37.9929	10.5538	26.2907	
22	47.4631	13.1845	32.844	
23	59.2936	16.4709	41.0307	
24	74.0727	20.5764	51.258	
25	92.5353	25.7053	64.0343	
26	115.599	32.1126	79.9949	
27	144.411	40.1168	99.9333	
28	180.403	50.116	124.841	
29	225.363	62.6072	155.955	
30	281.526	78.2115	194.823	
31	351.68	97.7044	243.375	
32	439.311	122.055	304.023	
33	548.766	152.473	379.78	
34	685.476	190.469	474.405	
35	856.218	237.93	592.593	
36	1069.45	297.212	740.204	
37	1335.73	371.258	924.552	
38	1668.2	463.737	1154.76	
39	2083.29	579.234	1442.21	
40	2601.42	723.465	1801.1	
41	3248.06	903.561	2249.1	
41.6935	3788.35	1054.12	2623.5	
41.6935	845.624	1054.12	2623.5	
42	897.267	1118.52	2374.77	
43	1002.15	1249.38	1818.42	
44	1046	1304.2	1508	
45	1057.51	1318.68	1329.42	
46	1051.98	1311.92	1221.64	
47	1037.61	1294.14	1152.02	
48	1018.78	1270.79	1103.09	
49	997.825	1244.77	1065.5	
50	975.979	1217.64	1034.23	
51	953.906	1190.22	1006.61	
52	931.952	1162.93	981.187	
53	910.296	1136.01	957.189	
54	889.031	1109.58	934.193	
55	868.2	1083.67	911.971	
56	847.82	1058.33	890.391	
57	827.897	1033.54	869.381	
58	808.428	1009.32	848.895	
59	789.407	985.652	828.905	
60	770.826	962.527	809.391	
61	752.676	939.936	790.336	
62	734.949	917.867	771.727	
63	717.635	896.309	753.554	
64	700.724	875.25	735.805	
65	684.208	854.679	718.47	
66	668.077	834.587	701.539	
67	652.323	814.96	685.004	
68	636.938	795.79	668.855	
69	621.912	777.066	653.084	
70	607.237	758.777	637.681	
71	592.906	740.914	622.638	
72	578.911	723.468	607.946	
73	565.243	706.428	593.599	
74	551.895	689.785	579.588	
75	538.861	673.53	565.904	
76	526.131	657.655	552.542	
77	513.701	642.151	539.492	
78	501.562	627.008	526.748	
79	489.708	612.22	514.303	
80	478.132	597.777	502.15	
81	466.828	583.672	490.282	
82	455.789	569.897	478.693	
83	445.01	556.445	467.376	
84	434.484	543.307	456.325	
85	424.206	530.477	445.534	
86	414.17	517.948	434.996	
87	404.369	505.713	424.706	
88	394.799	493.764	414.658	
89	385.455	482.096	404.846	
90	376.33	470.702	395.265	
91	367.421	459.576	385.91	
92	358.721	448.71	376.775	
93	350.226	438.1	367.855	
94	341.932	427.74	359.145	
95	333.833	417.622	350.64	
96	325.925	407.743	342.336	
97	318.203	398.096	334.228	
98	310.664	388.676	326.31	
99	303.302	379.477	318.58	
100	296.115	370.496	311.032	
101	289.097	361.726	303.662	
102	282.245	353.162	296.466	
103	275.554	344.8	289.439	
104	269.021	336.635	282.579	
105	262.643	328.663	275.881	
106	256.416	320.878	269.34	
107	250.335	313.277	262.955	
108	244.398	305.855	256.72	
109	238.602	298.608	250.632	
110	232.942	291.532	244.688	
111	227.417	284.623	238.885	
112	222.022	277.878	233.219	
113	216.754	271.291	227.687	
114	211.612	264.86	222.286	
115	206.591	258.581	217.012	
116	201.688	252.45	211.864	
117	196.902	246.464	206.837	
118	192.229	240.62	201.929	
119	187.667	234.913	197.137	
120	183.212	229.342	192.458	
121	178.863	223.902	187.89	
122	174.618	218.591	183.43	
123	170.472	213.405	179.076	
124	166.425	208.343	174.825	
125	162.474	203.399	170.675	
126	158.616	198.573	166.623	
127	154.85	193.861	162.667	
128	151.173	189.261	158.805	
129	147.583	184.769	155.034	
130	144.078	180.384	151.353	
131	140.656	176.102	147.759	
132	137.316	171.922	144.25	
133	134.054	167.841	140.824	
134	130.87	163.857	137.479	
135	127.761	159.967	134.214	
136	124.727	156.169	131.026	
137	121.764	152.461	127.914	
138	118.871	148.841	124.875	
139	116.047	145.306	121.909	
140	113.29	141.856	119.013	
141	110.598	138.487	116.185	
142	107.97	135.198	113.425	
143	105.405	131.987	110.73	
144	102.9	128.852	108.099	
145	100.455	125.792	105.531	
146	98.068	122.804	103.023	
147	95.7375	119.886	100.575	
148	93.4623	117.038	98.1851	
149	91.2411	114.258	95.8518	
150	89.0726	111.543	93.5739	
151	86.9557	108.893	91.3501	
151.356	86.214	107.965	90.5709	
151.356	214.574	107.965	90.5709	
152	214.714	108.037	124.576	
153	224.844	113.136	161.893	
154	242.394	121.97	190.214	
155	264.776	133.236	215.38	
156	290.901	146.386	240.269	
157	320.404	161.237	266.368	
158	353.279	177.787	294.522	
159	389.703	196.125	325.281	
160	429.965	216.396	359.077	
161	474.421	238.781	396.297	
162	523.487	263.49	437.333	
163	577.629	290.758	482.594	
164	637.366	320.846	532.523	
165	703.271	354.046	587.606	
166	775.977	390.678	648.374	
167	856.183	431.094	715.413	
168	944.659	475.686	789.369	
169	1042.25	524.882	870.952	
170	1149.9	579.156	960.944	
171	1268.62	639.031	1060.21	
172	1399.56	705.081	1169.69	
173	1543.96	777.942	1290.44	
174	1703.19	858.311	1423.61	
175	1878.75	946.957	1570.46	
176	2072.31	1044.73	1732.39	
177	2285.7	1152.55	1910.92	
178	2520.9	1271.46	2107.75	
179	2780.13	1402.59	2324.72	
180	3065.8	1547.16	2563.87	
181	3380.56	1706.56	2827.43	
182	3727.3	1882.28	3117.85	
183	4109.22	2075.96	3437.82	
184	4529.78	2289.43	3790.28	
185	4992.82	2524.67	4178.45	
186	5502.47	2783.86	4605.87	
187	6063.29	3069.39	5076.4	
188	6680.23	3383.88	5594.24	
189	7358.68	3730.2	6163.99	
190	8104.49	4111.48	6790.67	
191	8924.03	4531.15	7479.71	
192	9824.18	4992.95	8237.04	
193	10812.4	5500.96	9069.08	
