time,tmp,ph,OD-680,OD-735,O2,H2

6184.8,34.952,7.747,0.155,0.112,981.672
6242.4,34.979,7.745,0.151,0.112,980.38
6303.6,34.952,7.743,0.151,0.11,978.736
6364.8,34.952,7.743,0.154,0.113,980.146
6422.4,34.952,7.74,0.153,0.113,979.454
6483.6,34.979,7.738,0.154,0.113,983.182
6544.8,34.924,7.737,0.151,0.112,983.88
6602.4,34.952,7.735,0.153,0.108,982.134
6663.6,34.952,7.734,0.154,0.111,983.46
6724.8,34.952,7.734,0.154,0.113,982.212
6782.4,34.952,7.732,0.152,0.115,983.38
6843.6,34.952,7.73,0.154,0.112,983.806
6904.8,34.979,7.729,0.154,0.114,983.016
6962.4,34.952,7.727,0.155,0.114,985.234
7023.6,34.952,7.725,0.155,0.115,985.902
7084.8,34.952,7.725,0.152,0.111,987.62
7142.4,34.979,7.724,0.154,0.114,990.244
7203.6,35.007,7.721,0.153,0.113,988.512
7264.8,34.979,7.72,0.153,0.113,990.298
7322.4,34.979,7.719,0.153,0.113,989.686
7383.6,35.007,7.717,0.156,0.113,990.922
7444.8,34.979,7.717,0.153,0.113,991.782
7502.4,34.979,7.716,0.155,0.115,994.172
7563.6,34.979,7.715,0.155,0.115,995.056
7624.8,34.952,7.714,0.156,0.114,992.362
7682.4,34.979,7.712,0.153,0.114,996.404
7743.6,34.979,7.711,0.157,0.113,994.788
7804.8,35.007,7.709,0.154,0.114,996.444
7862.4,35.007,7.708,0.154,0.117,997.49
7923.6,34.952,7.706,0.158,0.113,994.534
7984.8,34.979,7.705,0.156,0.115,997.5
8042.4,34.979,7.705,0.156,0.114,998.424
8103.6,34.952,7.703,0.155,0.115,997.392
8164.8,34.952,7.703,0.158,0.117,997.876
8222.4,34.952,7.703,0.156,0.114,1000.786
8283.6,34.952,7.701,0.154,0.114,1002.084
8344.8,34.952,7.699,0.158,0.117,1003.736
8402.4,34.952,7.699,0.157,0.116,1002.066
8463.6,34.952,7.698,0.158,0.115,1004.702
8524.8,34.979,7.696,0.156,0.116,1006.472
8582.4,34.979,7.697,0.156,0.117,1006.518
8643.6,34.979,7.695,0.159,0.116,1004.704
8704.8,35.007,7.692,0.156,0.115,1006.214
8762.4,34.979,7.692,0.162,0.116,1008.672
8823.6,34.979,7.691,0.159,0.116,1007.734
8884.8,34.979,7.69,0.161,0.117,1008.456
8942.4,34.979,7.689,0.157,0.116,1008.654
9003.6,34.979,7.688,0.157,0.116,1009.858
9064.8,34.979,7.687,0.159,0.116,1004.992
9122.4,34.979,7.687,0.157,0.115,1006.426
9183.6,34.979,7.685,0.158,0.117,1009.604
9244.8,34.979,7.685,0.159,0.115,1009.148
9302.4,34.979,7.685,0.16,0.118,1010.186
9363.6,34.979,7.683,0.158,0.118,1011.908
9424.8,34.979,7.682,0.157,0.117,1009.314
9482.4,35.007,7.681,0.159,0.118,1009.826
9543.6,34.979,7.68,0.16,0.118,1010.06
9604.8,35.007,7.679,0.159,0.115,1009.142
9662.4,34.979,7.678,0.162,0.118,1010.106
9723.6,34.979,7.678,0.16,0.115,1009.112
9784.8,34.979,7.677,0.16,0.116,1007.52
9842.4,34.979,7.677,0.159,0.118,1008.728
9903.6,35.007,7.676,0.163,0.118,1011.046
9964.8,34.979,7.675,0.163,0.118,1011.094
10022.4,34.979,7.675,0.162,0.119,1009.898
10083.6,34.979,7.673,0.158,0.117,1012.112
10144.8,35.007,7.673,0.161,0.121,1012.806
10202.4,34.952,7.673,0.159,0.117,1008.684
10263.6,35.007,7.673,0.162,0.12,1011.246
10324.8,34.979,7.67,0.16,0.119,1009.576
10382.4,34.952,7.669,0.161,0.12,1006.888
10443.6,34.952,7.67,0.159,0.122,1010.502
10504.8,34.979,7.668,0.163,0.116,1013.834
10562.4,35.007,7.667,0.162,0.125,1010.426
10623.6,34.979,7.669,0.162,0.121,1010.92
10684.8,34.979,7.667,0.163,0.118,1012.646
10742.4,34.979,7.667,0.162,0.121,1011.586
10803.6,34.979,7.667,0.161,0.122,1010.762
10864.8,34.979,7.664,0.164,0.12,1013.492
10922.4,34.952,7.664,0.165,0.119,1012.388
10983.6,34.952,7.664,0.162,0.122,1014.442
11044.8,35.007,7.663,0.164,0.118,1012.62
11102.4,34.979,7.663,0.165,0.125,1013.068
11163.6,34.979,7.662,0.163,0.121,1013.178
11224.8,34.979,7.661,0.162,0.122,1010.748
11282.4,34.979,7.661,0.162,0.119,1013.152
11343.6,34.952,7.66,0.164,0.119,1011.91
11404.8,34.952,7.66,0.167,0.121,1012.574
11462.4,34.952,7.661,0.166,0.12,1014.37
11523.6,34.924,7.659,0.166,0.123,1013.57
11584.8,34.952,7.658,0.165,0.123,1012.442
11642.4,34.952,7.658,0.165,0.123,1010.088
11703.6,34.979,7.657,0.167,0.125,1013.366
11764.8,34.952,7.657,0.166,0.126,1010.096
11822.4,34.979,7.657,0.167,0.123,1011.082
11883.6,34.979,7.655,0.166,0.123,1015.046
11944.8,34.979,7.655,0.166,0.122,1014.906
12002.4,35.007,7.655,0.166,0.125,1014.988
12063.6,34.979,7.654,0.17,0.124,1013.52
12124.8,34.979,7.656,0.167,0.124,1013.448
12182.4,34.952,7.654,0.171,0.125,1013.26
12243.6,34.952,7.653,0.168,0.123,1014.144
12304.8,34.979,7.654,0.17,0.123,1012.648
12362.4,34.979,7.653,0.169,0.124,1013.268
12423.6,34.979,7.652,0.168,0.123,1016.988
12484.8,34.979,7.652,0.172,0.124,1012.96
12542.4,34.952,7.652,0.168,0.124,1016.338
12603.6,35.007,7.651,0.17,0.125,1015.784
12664.8,34.979,7.652,0.168,0.127,1016.246
12722.4,34.979,7.653,0.171,0.127,1013.842
12783.6,34.979,7.651,0.171,0.128,1015.41
12844.8,34.979,7.65,0.169,0.128,1016.614
12902.4,34.979,7.65,0.17,0.127,1015.756
12963.6,34.979,7.65,0.17,0.125,1015.064
13024.8,34.979,7.65,0.171,0.126,1018.1
13082.4,34.979,7.648,0.168,0.129,1016.524
13143.6,34.979,7.649,0.172,0.128,1016.154
13204.8,34.952,7.648,0.171,0.125,1014.95
13262.4,34.979,7.648,0.174,0.126,1018.594
13323.6,34.979,7.649,0.17,0.127,1019.104
13384.8,35.007,7.648,0.173,0.127,1021.244
13442.4,34.979,7.647,0.173,0.128,1020.224
13503.6,34.979,7.649,0.172,0.132,1020.58
13564.8,34.979,7.648,0.174,0.128,1018.462
13622.4,34.979,7.647,0.173,0.128,1017.852
13683.6,34.952,7.646,0.171,0.127,1018.354
13744.8,34.952,7.647,0.175,0.129,1021.168
13802.4,34.952,7.648,0.174,0.13,1019.922
13863.6,34.952,7.647,0.173,0.126,1021.76
13924.8,34.952,7.647,0.176,0.127,1020.402
13982.4,34.924,7.646,0.178,0.132,1021.608
14043.6,34.952,7.647,0.175,0.128,1022.244
14104.8,34.952,7.646,0.174,0.13,1023.692
14162.4,34.979,7.645,0.176,0.13,1022.346
14223.6,34.979,7.645,0.175,0.131,1020.082
14284.8,34.979,7.645,0.176,0.13,1024.828
14342.4,35.007,7.644,0.176,0.128,1021.476
14403.6,34.979,7.645,0.176,0.13,1025.7
14464.8,34.979,7.644,0.173,0.133,1024.426
14522.4,35.007,7.645,0.176,0.132,1026.588
14583.6,34.979,7.645,0.179,0.129,1025.064
14644.8,34.979,7.645,0.173,0.133,1025.218
14702.4,34.979,7.644,0.179,0.132,1024.884
14763.6,34.979,7.644,0.176,0.132,1028.852
14824.8,34.979,7.643,0.177,0.133,1026.47
14882.4,34.952,7.643,0.179,0.131,1024.026
14943.6,34.979,7.644,0.177,0.133,1024.504
15004.8,34.979,7.645,0.179,0.132,1024.778
15062.4,34.979,7.643,0.179,0.132,1021.536
15123.6,34.979,7.644,0.179,0.133,1025.07
15184.8,34.979,7.643,0.179,0.131,1028.964
15242.4,34.952,7.643,0.177,0.132,1028.048
15303.6,34.952,7.643,0.178,0.133,1027.72
15364.8,34.979,7.643,0.177,0.13,1028.602
15422.4,34.979,7.642,0.179,0.134,1027.416
15483.6,35.007,7.642,0.182,0.137,1027.408
15544.8,34.979,7.642,0.181,0.134,1026.896
15602.4,35.007,7.642,0.182,0.132,1023.706
15663.6,34.979,7.642,0.179,0.133,1024.102
15724.8,34.979,7.643,0.18,0.132,1028.772
15782.4,34.979,7.642,0.184,0.132,1024.534
15843.6,34.952,7.642,0.181,0.135,1027.062
15904.8,34.924,7.642,0.181,0.133,1024.24
15962.4,35.007,7.643,0.181,0.135,1025.18
16023.6,34.952,7.642,0.183,0.136,1031.208
16084.8,34.979,7.641,0.183,0.135,1025.538
16142.4,34.952,7.641,0.181,0.135,1026.306
16203.6,34.979,7.641,0.181,0.135,1026.808
16264.8,34.979,7.641,0.181,0.135,1028.338
16322.4,34.979,7.642,0.181,0.135,1025.668
16383.6,34.979,7.641,0.184,0.134,1026.95
16444.8,35.007,7.641,0.182,0.137,1027.718
16502.4,34.979,7.641,0.181,0.134,1025.42
16563.6,35.007,7.641,0.181,0.138,1026.33
16624.8,35.007,7.64,0.186,0.134,1027.428
16682.4,34.979,7.642,0.183,0.136,1028.978
16743.6,35.007,7.641,0.183,0.133,1027.812
16804.8,34.979,7.642,0.185,0.138,1029.814
16862.4,34.979,7.641,0.185,0.136,1026.282
16923.6,34.979,7.641,0.183,0.14,1026.48
16984.8,34.979,7.642,0.185,0.136,1026.594
17042.4,34.952,7.64,0.186,0.141,1026.8
17103.6,34.952,7.64,0.185,0.137,1028.284
17164.8,34.979,7.643,0.189,0.141,1028.792
17222.4,34.979,7.641,0.186,0.139,1027.43
17283.6,34.979,7.64,0.184,0.139,1027.698
17344.8,34.979,7.641,0.187,0.14,1028.822
17402.4,34.952,7.641,0.185,0.14,1027.174
17463.6,34.952,7.64,0.186,0.139,1022.944
17524.8,34.952,7.641,0.188,0.138,1022.748
17582.4,34.924,7.641,0.188,0.136,1027.542
17643.6,34.952,7.64,0.186,0.138,1029.39
17704.8,34.979,7.641,0.189,0.14,1025.956
17762.4,34.952,7.64,0.187,0.138,1028.034
17823.6,34.952,7.64,0.188,0.14,1028.83
17884.8,34.979,7.64,0.186,0.14,1028.024
17942.4,34.979,7.64,0.186,0.14,1027.69
18003.6,34.979,7.64,0.19,0.14,1027.164
18064.8,35.007,7.64,0.189,0.138,1029.622
18122.4,34.979,7.64,0.189,0.142,1027.88
3607.2,,,0.145,0.105,
7207.2,,,0.155,0.114,
10807.2,,,0.162,0.12,
14407.2,,,0.175,0.126,
18007.2,,,0.19,0.141,
